Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,Mercedes,250,8
2,Valtteri Bottas,Mercedes,188,2
3,Max Verstappen,Red Bull,181,2
4,Sebastian Vettel,Ferrari,156,0
5,Charles Leclerc,Ferrari,132,0
6,Pierre Gasly,Red Bull,63,0
7,Carlos Sainz,McLaren,58,0
8,Kimi Räikkönen,Alfa Romeo,31,0
9,Daniil Kvyat,Toro Rosso,27,0
10,Lando Norris,McLaren,24,0
11,Daniel Ricciardo,Renault,22,0
12,Lance Stroll,Racing Point,18,0
13,Kevin Magnussen,Haas F1 Team,18,0
14,Nico Hülkenberg,Renault,17,0
15,Alexander Albon,Toro Rosso,16,0
16,Sergio Pérez,Racing Point,13,0
17,Romain Grosjean,Haas F1 Team,8,0
18,Antonio Giovinazzi,Alfa Romeo,1,0
19,Robert Kubica,Williams,1,0
20,George Russell,Williams,0,0
