Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,128,12
2,Rubens Barrichello,Ferrari,88,0
3,Jenson Button,BAR,65,0
4,Jarno Trulli,Renault,46,1
5,Fernando Alonso,Renault,45,0
6,Juan Pablo Montoya,Williams,38,0
7,Kimi Räikkönen,McLaren,28,1
8,David Coulthard,McLaren,21,0
9,Takuma Sato,BAR,18,0
10,Giancarlo Fisichella,Sauber,18,0
11,Ralf Schumacher,Williams,12,0
12,Felipe Massa,Sauber,10,0
13,Mark Webber,Jaguar,7,0
14,Olivier Panis,Toyota,6,0
15,Antônio Pizzonia,Williams,4,0
16,Christian Klien,Jaguar,3,0
17,Cristiano da Matta,Toyota,3,0
18,Nick Heidfeld,Jordan,3,0
19,Timo Glock,Jordan,2,0
20,Zsolt Baumgartner,Minardi,1,0
21,Marc Gené,Williams,0,0
22,Ricardo Zonta,Toyota,0,0
23,Giorgio Pantano,Jordan,0,0
24,Gianmaria Bruni,Minardi,0,0
