Position,Driver,Constructor,Points,Wins
1,Sebastian Vettel,Red Bull,132,3
2,Fernando Alonso,Ferrari,96,2
3,Kimi Räikkönen,Lotus F1,88,1
4,Lewis Hamilton,Mercedes,77,0
5,Mark Webber,Red Bull,69,0
6,Nico Rosberg,Mercedes,57,1
7,Felipe Massa,Ferrari,49,0
8,Paul di Resta,Force India,34,0
9,Romain Grosjean,Lotus F1,26,0
10,Jenson Button,McLaren,25,0
11,Adrian Sutil,Force India,17,0
12,Jean-Éric Vergne,Toro Rosso,13,0
13,Sergio Pérez,McLaren,12,0
14,Daniel Ricciardo,Toro Rosso,7,0
15,Nico Hülkenberg,Sauber,5,0
16,Esteban Gutiérrez,Sauber,0,0
17,Valtteri Bottas,Williams,0,0
18,Pastor Maldonado,Williams,0,0
19,Jules Bianchi,Marussia,0,0
20,Charles Pic,Caterham,0,0
21,Max Chilton,Marussia,0,0
22,Giedo van der Garde,Caterham,0,0
