Position,Driver,Constructor,Points,Wins
1,Fernando Alonso,Renault,100,6
2,Michael Schumacher,Ferrari,89,5
3,Felipe Massa,Ferrari,50,0
4,Giancarlo Fisichella,Renault,49,1
5,Kimi Räikkönen,McLaren,49,0
6,Juan Pablo Montoya,McLaren,26,0
7,Jenson Button,Honda,21,0
8,Rubens Barrichello,Honda,16,0
9,Ralf Schumacher,Toyota,13,0
10,Nick Heidfeld,BMW Sauber,13,0
11,David Coulthard,Red Bull,10,0
12,Jarno Trulli,Toyota,10,0
13,Jacques Villeneuve,BMW Sauber,7,0
14,Mark Webber,Williams,6,0
15,Nico Rosberg,Williams,4,0
16,Pedro de la Rosa,McLaren,2,0
17,Christian Klien,Red Bull,2,0
18,Vitantonio Liuzzi,Toro Rosso,1,0
19,Scott Speed,Toro Rosso,0,0
20,Christijan Albers,MF1,0,0
21,Tiago Monteiro,MF1,0,0
22,Takuma Sato,Super Aguri,0,0
23,Yuji Ide,Super Aguri,0,0
24,Franck Montagny,Super Aguri,0,0
