Position,Driver,Constructor,Points,Wins
1,Nico Rosberg,Mercedes,50,2
2,Lewis Hamilton,Mercedes,33,0
3,Daniel Ricciardo,Red Bull,24,0
4,Kimi Räikkönen,Ferrari,18,0
5,Romain Grosjean,Haas F1 Team,18,0
6,Sebastian Vettel,Ferrari,15,0
7,Felipe Massa,Williams,14,0
8,Max Verstappen,Toro Rosso,9,0
9,Nico Hülkenberg,Force India,6,0
10,Daniil Kvyat,Red Bull,6,0
11,Valtteri Bottas,Williams,6,0
12,Carlos Sainz,Toro Rosso,2,0
13,Stoffel Vandoorne,McLaren,1,0
14,Kevin Magnussen,Renault,0,0
15,Jolyon Palmer,Renault,0,0
16,Marcus Ericsson,Sauber,0,0
17,Sergio Pérez,Force India,0,0
18,Pascal Wehrlein,Manor Marussia,0,0
19,Felipe Nasr,Sauber,0,0
20,Jenson Button,McLaren,0,0
21,Rio Haryanto,Manor Marussia,0,0
22,Esteban Gutiérrez,Haas F1 Team,0,0
23,Fernando Alonso,McLaren,0,0
