Position,Driver,Constructor,Points,Wins
1,Sebastian Vettel,Red Bull,53,1
2,Lewis Hamilton,McLaren,49,0
3,Mark Webber,Red Bull,48,0
4,Jenson Button,McLaren,43,1
5,Fernando Alonso,Ferrari,43,1
6,Nico Rosberg,Mercedes,35,1
7,Kimi Räikkönen,Lotus F1,34,0
8,Romain Grosjean,Lotus F1,23,0
9,Sergio Pérez,Sauber,22,0
10,Paul di Resta,Force India,15,0
11,Bruno Senna,Williams,14,0
12,Kamui Kobayashi,Sauber,9,0
13,Jean-Éric Vergne,Toro Rosso,4,0
14,Pastor Maldonado,Williams,4,0
15,Daniel Ricciardo,Toro Rosso,2,0
16,Nico Hülkenberg,Force India,2,0
17,Felipe Massa,Ferrari,2,0
18,Michael Schumacher,Mercedes,2,0
19,Timo Glock,Marussia,0,0
20,Charles Pic,Marussia,0,0
21,Vitaly Petrov,Caterham,0,0
22,Heikki Kovalainen,Caterham,0,0
23,Pedro de la Rosa,HRT,0,0
24,Narain Karthikeyan,HRT,0,0
