Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,Mercedes,187,6
2,Valtteri Bottas,Mercedes,151,2
3,Sebastian Vettel,Ferrari,111,0
4,Max Verstappen,Red Bull,100,0
5,Charles Leclerc,Ferrari,87,0
6,Pierre Gasly,Red Bull,37,0
7,Carlos Sainz,McLaren,26,0
8,Kimi Räikkönen,Alfa Romeo,19,0
9,Daniel Ricciardo,Renault,16,0
10,Nico Hülkenberg,Renault,16,0
11,Kevin Magnussen,Haas F1 Team,14,0
12,Lando Norris,McLaren,14,0
13,Sergio Pérez,Racing Point,13,0
14,Daniil Kvyat,Toro Rosso,10,0
15,Alexander Albon,Toro Rosso,7,0
16,Lance Stroll,Racing Point,6,0
17,Romain Grosjean,Haas F1 Team,2,0
18,Antonio Giovinazzi,Alfa Romeo,0,0
19,George Russell,Williams,0,0
20,Robert Kubica,Williams,0,0
