Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,McLaren,64,2
2,Fernando Alonso,McLaren,50,2
3,Felipe Massa,Ferrari,47,2
4,Kimi Räikkönen,Ferrari,42,2
5,Nick Heidfeld,BMW Sauber,30,0
6,Robert Kubica,BMW Sauber,17,0
7,Giancarlo Fisichella,Renault,16,0
8,Heikki Kovalainen,Renault,12,0
9,Alexander Wurz,Williams,8,0
10,Jarno Trulli,Toyota,7,0
11,Nico Rosberg,Williams,5,0
12,David Coulthard,Red Bull,4,0
13,Takuma Sato,Super Aguri,4,0
14,Mark Webber,Red Bull,2,0
15,Ralf Schumacher,Toyota,2,0
16,Jenson Button,Honda,1,0
17,Sebastian Vettel,BMW Sauber,1,0
18,Scott Speed,Toro Rosso,0,0
19,Rubens Barrichello,Honda,0,0
20,Anthony Davidson,Super Aguri,0,0
21,Adrian Sutil,Spyker,0,0
22,Christijan Albers,Spyker,0,0
23,Vitantonio Liuzzi,Toro Rosso,0,0
