Position,Driver,Constructor,Points,Wins
1,Max Verstappen,Red Bull,185,5
2,Lewis Hamilton,Mercedes,177,4
3,Lando Norris,McLaren,113,0
4,Valtteri Bottas,Mercedes,108,0
5,Sergio Pérez,Red Bull,104,1
6,Charles Leclerc,Ferrari,80,0
7,Carlos Sainz,Ferrari,68,0
8,Daniel Ricciardo,McLaren,50,0
9,Pierre Gasly,AlphaTauri,39,0
10,Sebastian Vettel,Aston Martin,30,0
11,Fernando Alonso,Alpine F1 Team,26,0
12,Lance Stroll,Aston Martin,18,0
13,Esteban Ocon,Alpine F1 Team,14,0
14,Yuki Tsunoda,AlphaTauri,10,0
15,Kimi Räikkönen,Alfa Romeo,1,0
16,Antonio Giovinazzi,Alfa Romeo,1,0
17,George Russell,Williams,0,0
18,Mick Schumacher,Haas F1 Team,0,0
19,Nicholas Latifi,Williams,0,0
20,Nikita Mazepin,Haas F1 Team,0,0
