Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,Mercedes,225,7
2,Valtteri Bottas,Mercedes,184,2
3,Max Verstappen,Red Bull,162,2
4,Sebastian Vettel,Ferrari,141,0
5,Charles Leclerc,Ferrari,120,0
6,Pierre Gasly,Red Bull,55,0
7,Carlos Sainz,McLaren,48,0
8,Daniil Kvyat,Toro Rosso,27,0
9,Kimi Räikkönen,Alfa Romeo,25,0
10,Lando Norris,McLaren,22,0
11,Daniel Ricciardo,Renault,22,0
12,Lance Stroll,Racing Point,18,0
13,Kevin Magnussen,Haas F1 Team,18,0
14,Nico Hülkenberg,Renault,17,0
15,Alexander Albon,Toro Rosso,15,0
16,Sergio Pérez,Racing Point,13,0
17,Romain Grosjean,Haas F1 Team,8,0
18,Antonio Giovinazzi,Alfa Romeo,1,0
19,Robert Kubica,Williams,1,0
20,George Russell,Williams,0,0
