Position,Driver,Constructor,Points,Wins
1,Robert Kubica,BMW Sauber,42,1
2,Lewis Hamilton,McLaren,38,2
3,Felipe Massa,Ferrari,38,2
4,Kimi Räikkönen,Ferrari,35,2
5,Nick Heidfeld,BMW Sauber,28,0
6,Heikki Kovalainen,McLaren,15,0
7,Mark Webber,Red Bull,15,0
8,Jarno Trulli,Toyota,12,0
9,Fernando Alonso,Renault,9,0
10,Nico Rosberg,Williams,8,0
11,Kazuki Nakajima,Williams,7,0
12,David Coulthard,Red Bull,6,0
13,Timo Glock,Toyota,5,0
14,Sebastian Vettel,Toro Rosso,5,0
15,Rubens Barrichello,Honda,5,0
16,Jenson Button,Honda,3,0
17,Sébastien Bourdais,Toro Rosso,2,0
18,Giancarlo Fisichella,Force India,0,0
19,Nelson Piquet Jr.,Renault,0,0
20,Takuma Sato,Super Aguri,0,0
21,Anthony Davidson,Super Aguri,0,0
22,Adrian Sutil,Force India,0,0
