Position,Driver,Constructor,Points,Wins
1,Sebastian Vettel,Red Bull,77,2
2,Kimi Räikkönen,Lotus F1,67,1
3,Lewis Hamilton,Mercedes,50,0
4,Fernando Alonso,Ferrari,47,1
5,Mark Webber,Red Bull,32,0
6,Felipe Massa,Ferrari,30,0
7,Romain Grosjean,Lotus F1,26,0
8,Paul di Resta,Force India,20,0
9,Nico Rosberg,Mercedes,14,0
10,Jenson Button,McLaren,13,0
11,Sergio Pérez,McLaren,10,0
12,Adrian Sutil,Force India,6,0
13,Daniel Ricciardo,Toro Rosso,6,0
14,Nico Hülkenberg,Sauber,5,0
15,Jean-Éric Vergne,Toro Rosso,1,0
16,Valtteri Bottas,Williams,0,0
17,Pastor Maldonado,Williams,0,0
18,Esteban Gutiérrez,Sauber,0,0
19,Jules Bianchi,Marussia,0,0
20,Charles Pic,Caterham,0,0
21,Giedo van der Garde,Caterham,0,0
22,Max Chilton,Marussia,0,0
