Position,Driver,Constructor,Points,Wins
1,Jenson Button,Brawn,51,5
2,Rubens Barrichello,Brawn,35,0
3,Sebastian Vettel,Red Bull,23,1
4,Mark Webber,Red Bull,19.5,0
5,Jarno Trulli,Toyota,14.5,0
6,Timo Glock,Toyota,12,0
7,Fernando Alonso,Renault,11,0
8,Kimi Räikkönen,Ferrari,9,0
9,Lewis Hamilton,McLaren,9,0
10,Felipe Massa,Ferrari,8,0
11,Nico Rosberg,Williams,7.5,0
12,Nick Heidfeld,BMW Sauber,6,0
13,Heikki Kovalainen,McLaren,4,0
14,Sébastien Buemi,Toro Rosso,3,0
15,Sébastien Bourdais,Toro Rosso,2,0
16,Giancarlo Fisichella,Force India,0,0
17,Adrian Sutil,Force India,0,0
18,Nelson Piquet Jr.,Renault,0,0
19,Robert Kubica,BMW Sauber,0,0
20,Kazuki Nakajima,Williams,0,0
