Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,McLaren,62,4
2,Kimi Räikkönen,Ferrari,57,2
3,Felipe Massa,Ferrari,54,3
4,Robert Kubica,BMW Sauber,49,1
5,Nick Heidfeld,BMW Sauber,41,0
6,Heikki Kovalainen,McLaren,38,1
7,Jarno Trulli,Toyota,22,0
8,Fernando Alonso,Renault,18,0
9,Mark Webber,Red Bull,18,0
10,Timo Glock,Toyota,13,0
11,Nelson Piquet Jr.,Renault,13,0
12,Rubens Barrichello,Honda,11,0
13,Nico Rosberg,Williams,8,0
14,Kazuki Nakajima,Williams,8,0
15,David Coulthard,Red Bull,6,0
16,Sebastian Vettel,Toro Rosso,6,0
17,Jenson Button,Honda,3,0
18,Sébastien Bourdais,Toro Rosso,2,0
19,Giancarlo Fisichella,Force India,0,0
20,Takuma Sato,Super Aguri,0,0
21,Adrian Sutil,Force India,0,0
22,Anthony Davidson,Super Aguri,0,0
