Position,Driver,Constructor,Points,Wins
1,Mark Webber,Red Bull,220,4
2,Fernando Alonso,Ferrari,206,4
3,Sebastian Vettel,Red Bull,206,3
4,Lewis Hamilton,McLaren,192,3
5,Jenson Button,McLaren,189,2
6,Felipe Massa,Ferrari,128,0
7,Nico Rosberg,Mercedes,122,0
8,Robert Kubica,Renault,114,0
9,Michael Schumacher,Mercedes,54,0
10,Adrian Sutil,Force India,47,0
11,Rubens Barrichello,Williams,41,0
12,Kamui Kobayashi,Sauber,27,0
13,Vitaly Petrov,Renault,19,0
14,Nico Hülkenberg,Williams,17,0
15,Vitantonio Liuzzi,Force India,13,0
16,Sébastien Buemi,Toro Rosso,8,0
17,Pedro de la Rosa,Sauber,6,0
18,Nick Heidfeld,Sauber,4,0
19,Jaime Alguersuari,Toro Rosso,3,0
20,Heikki Kovalainen,Lotus,0,0
21,Jarno Trulli,Lotus,0,0
22,Karun Chandhok,HRT,0,0
23,Lucas di Grassi,Virgin,0,0
24,Timo Glock,Virgin,0,0
25,Bruno Senna,HRT,0,0
26,Sakon Yamamoto,HRT,0,0
27,Christian Klien,HRT,0,0
