Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,Mercedes,331,9
2,Sebastian Vettel,Ferrari,265,4
3,Valtteri Bottas,Mercedes,244,2
4,Daniel Ricciardo,Red Bull,192,1
5,Kimi Räikkönen,Ferrari,163,0
6,Max Verstappen,Red Bull,123,1
7,Sergio Pérez,Force India,86,0
8,Esteban Ocon,Force India,73,0
9,Carlos Sainz,Toro Rosso,54,0
10,Felipe Massa,Williams,36,0
11,Nico Hülkenberg,Renault,34,0
12,Lance Stroll,Williams,32,0
13,Romain Grosjean,Haas F1 Team,28,0
14,Kevin Magnussen,Haas F1 Team,15,0
15,Stoffel Vandoorne,McLaren,13,0
16,Fernando Alonso,McLaren,10,0
17,Jolyon Palmer,Renault,8,0
18,Pascal Wehrlein,Sauber,5,0
19,Daniil Kvyat,Toro Rosso,5,0
20,Marcus Ericsson,Sauber,0,0
21,Antonio Giovinazzi,Sauber,0,0
22,Pierre Gasly,Toro Rosso,0,0
23,Brendon Hartley,Toro Rosso,0,0
24,Jenson Button,McLaren,0,0
25,Paul di Resta,Williams,0,0
