Position,Driver,Constructor,Points,Wins
1,Nigel Mansell,Williams,108,9
2,Riccardo Patrese,Williams,56,1
3,Michael Schumacher,Benetton,53,1
4,Ayrton Senna,McLaren,50,3
5,Gerhard Berger,McLaren,49,2
6,Martin Brundle,Benetton,38,0
7,Jean Alesi,Ferrari,18,0
8,Mika Häkkinen,Team Lotus,11,0
9,Andrea de Cesaris,Tyrrell,8,0
10,Michele Alboreto,Footwork,6,0
11,Érik Comas,Ligier,4,0
12,Karl Wendlinger,March,3,0
13,Ivan Capelli,Ferrari,3,0
14,Thierry Boutsen,Ligier,2,0
15,Johnny Herbert,Team Lotus,2,0
16,Pierluigi Martini,Dallara,2,0
17,Stefano Modena,Jordan,1,0
18,Christian Fittipaldi,Minardi,1,0
19,Bertrand Gachot,Larrousse,1,0
20,Aguri Suzuki,Footwork,0,0
21,Jyrki Järvilehto,Dallara,0,0
22,Gianni Morbidelli,Minardi,0,0
23,Maurício Gugelmin,Jordan,0,0
24,Olivier Grouillard,Tyrrell,0,0
25,Ukyo Katayama,Larrousse,0,0
26,Paul Belmondo,March,0,0
27,Eric van de Poele,Brabham,0,0
28,Emanuele Naspetti,March,0,0
29,Nicola Larini,Ferrari,0,0
30,Damon Hill,Brabham,0,0
