Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,Mercedes,268,8
2,Valtteri Bottas,Mercedes,203,2
3,Max Verstappen,Red Bull,181,2
4,Sebastian Vettel,Ferrari,169,0
5,Charles Leclerc,Ferrari,157,1
6,Pierre Gasly,Red Bull,65,0
7,Carlos Sainz,McLaren,58,0
8,Daniil Kvyat,Toro Rosso,33,0
9,Kimi Räikkönen,Alfa Romeo,31,0
10,Alexander Albon,Toro Rosso,26,0
11,Lando Norris,McLaren,24,0
12,Daniel Ricciardo,Renault,22,0
13,Sergio Pérez,Racing Point,21,0
14,Nico Hülkenberg,Renault,21,0
15,Lance Stroll,Racing Point,19,0
16,Kevin Magnussen,Haas F1 Team,18,0
17,Romain Grosjean,Haas F1 Team,8,0
18,Antonio Giovinazzi,Alfa Romeo,1,0
19,Robert Kubica,Williams,1,0
20,George Russell,Williams,0,0
