position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:24.585,1:23.082,1:22.868
2,77,Valtteri Bottas,Mercedes,1:25.047,1:23.579,1:22.998
3,33,Max Verstappen,Red Bull,1:24.592,1:23.732,1:23.196
4,16,Charles Leclerc,Ferrari,1:24.869,1:24.015,1:23.265
5,10,Pierre Gasly,AlphaTauri,1:24.704,1:23.817,1:23.326
6,14,Fernando Alonso,Alpine F1 Team,1:25.174,1:23.914,1:23.477
7,11,Sergio Pérez,Red Bull,1:24.963,1:23.961,1:23.706
8,4,Lando Norris,McLaren,1:25.138,1:24.642,1:23.954
9,18,Lance Stroll,Aston Martin,1:25.511,1:24.601,1:24.305
10,22,Yuki Tsunoda,AlphaTauri,1:25.409,1:24.054,1:24.368
11,5,Sebastian Vettel,Aston Martin,1:25.787,1:24.795,
12,31,Esteban Ocon,Alpine F1 Team,1:25.422,1:24.842,
13,63,George Russell,Williams,1:25.417,1:25.007,
14,47,Mick Schumacher,Haas F1 Team,1:25.555,1:25.200,
15,55,Carlos Sainz,Ferrari,1:25.177,,
16,3,Daniel Ricciardo,McLaren,1:25.881,,
17,6,Nicholas Latifi,Williams,1:26.086,,
18,99,Antonio Giovinazzi,Alfa Romeo,1:26.430,,
19,7,Kimi Räikkönen,Alfa Romeo,1:27.525,,
20,9,Nikita Mazepin,Haas F1 Team,1:28.449,,
