Position,Driver,Constructor,Points,Wins
1,Mika Häkkinen,McLaren,62,4
2,Eddie Irvine,Ferrari,60,3
3,Heinz-Harald Frentzen,Jordan,50,2
4,David Coulthard,McLaren,48,2
5,Ralf Schumacher,Williams,33,0
6,Michael Schumacher,Ferrari,32,2
7,Rubens Barrichello,Stewart,19,0
8,Giancarlo Fisichella,Benetton,13,0
9,Johnny Herbert,Stewart,12,1
10,Mika Salo,BAR,10,0
11,Jarno Trulli,Prost,7,0
12,Damon Hill,Jordan,7,0
13,Alexander Wurz,Benetton,3,0
14,Pedro Diniz,Sauber,3,0
15,Olivier Panis,Prost,2,0
16,Marc Gené,Minardi,1,0
17,Jean Alesi,Sauber,1,0
18,Pedro de la Rosa,Arrows,1,0
19,Alessandro Zanardi,Williams,0,0
20,Toranosuke Takagi,Arrows,0,0
21,Ricardo Zonta,BAR,0,0
22,Luca Badoer,Minardi,0,0
23,Jacques Villeneuve,BAR,0,0
