position,number,driver,constructor,Q1,Q2,Q3
1,77,Valtteri Bottas,Mercedes,1:04.111,1:03.015,1:02.939
2,44,Lewis Hamilton,Mercedes,1:04.198,1:03.096,1:02.951
3,33,Max Verstappen,Red Bull,1:04.024,1:04.000,1:03.477
4,4,Lando Norris,McLaren,1:04.606,1:03.819,1:03.626
5,23,Alexander Albon,Red Bull,1:04.661,1:03.746,1:03.868
6,11,Sergio Pérez,Racing Point,1:04.543,1:03.860,1:03.868
7,16,Charles Leclerc,Ferrari,1:04.500,1:04.041,1:03.923
8,55,Carlos Sainz,McLaren,1:04.537,1:03.971,1:03.971
9,18,Lance Stroll,Racing Point,1:04.309,1:03.955,1:04.029
10,3,Daniel Ricciardo,Renault,1:04.556,1:04.023,1:04.239
11,5,Sebastian Vettel,Ferrari,1:04.554,1:04.206,
12,10,Pierre Gasly,AlphaTauri,1:04.603,1:04.305,
13,26,Daniil Kvyat,AlphaTauri,1:05.031,1:04.431,
14,31,Esteban Ocon,Renault,1:04.933,1:04.643,
15,8,Romain Grosjean,Haas F1 Team,1:05.094,1:04.691,
16,20,Kevin Magnussen,Haas F1 Team,1:05.164,,
17,63,George Russell,Williams,1:05.167,,
18,99,Antonio Giovinazzi,Alfa Romeo,1:05.175,,
19,7,Kimi Räikkönen,Alfa Romeo,1:05.224,,
20,6,Nicholas Latifi,Williams,1:05.757,,
