Position,Driver,Constructor,Points,Wins
1,Sebastian Vettel,Red Bull,297,9
2,Fernando Alonso,Ferrari,207,2
3,Kimi Räikkönen,Lotus F1,177,1
4,Lewis Hamilton,Mercedes,161,1
5,Mark Webber,Red Bull,148,0
6,Nico Rosberg,Mercedes,126,2
7,Felipe Massa,Ferrari,90,0
8,Romain Grosjean,Lotus F1,87,0
9,Jenson Button,McLaren,60,0
10,Nico Hülkenberg,Sauber,39,0
11,Paul di Resta,Force India,36,0
12,Adrian Sutil,Force India,26,0
13,Sergio Pérez,McLaren,23,0
14,Daniel Ricciardo,Toro Rosso,18,0
15,Jean-Éric Vergne,Toro Rosso,13,0
16,Esteban Gutiérrez,Sauber,6,0
17,Pastor Maldonado,Williams,1,0
18,Valtteri Bottas,Williams,0,0
19,Jules Bianchi,Marussia,0,0
20,Charles Pic,Caterham,0,0
21,Giedo van der Garde,Caterham,0,0
22,Max Chilton,Marussia,0,0
