Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,Mercedes,227,6
2,Nico Rosberg,Mercedes,199,3
3,Sebastian Vettel,Ferrari,160,2
4,Kimi Räikkönen,Ferrari,82,0
5,Felipe Massa,Williams,82,0
6,Valtteri Bottas,Williams,79,0
7,Daniil Kvyat,Red Bull,57,0
8,Daniel Ricciardo,Red Bull,51,0
9,Romain Grosjean,Lotus F1,38,0
10,Max Verstappen,Toro Rosso,26,0
11,Sergio Pérez,Force India,25,0
12,Nico Hülkenberg,Force India,24,0
13,Felipe Nasr,Sauber,16,0
14,Pastor Maldonado,Lotus F1,12,0
15,Fernando Alonso,McLaren,11,0
16,Carlos Sainz,Toro Rosso,9,0
17,Marcus Ericsson,Sauber,7,0
18,Jenson Button,McLaren,6,0
19,Roberto Merhi,Manor Marussia,0,0
20,Will Stevens,Manor Marussia,0,0
21,Kevin Magnussen,McLaren,0,0
