Position,Driver,Constructor,Points,Wins
1,Kimi Räikkönen,McLaren,32,1
2,David Coulthard,McLaren,19,1
3,Michael Schumacher,Ferrari,18,1
4,Fernando Alonso,Renault,17,0
5,Rubens Barrichello,Ferrari,14,0
6,Ralf Schumacher,Williams,13,0
7,Giancarlo Fisichella,Jordan,10,1
8,Juan Pablo Montoya,Williams,10,0
9,Jarno Trulli,Renault,9,0
10,Heinz-Harald Frentzen,Sauber,7,0
11,Jacques Villeneuve,BAR,3,0
12,Jenson Button,BAR,3,0
13,Nick Heidfeld,Sauber,1,0
14,Olivier Panis,Toyota,0,0
15,Mark Webber,Jaguar,0,0
16,Cristiano da Matta,Toyota,0,0
17,Ralph Firman,Jordan,0,0
18,Jos Verstappen,Minardi,0,0
19,Antônio Pizzonia,Jaguar,0,0
