Position,Driver,Constructor,Points,Wins
1,Charles Leclerc,Ferrari,71,2
2,George Russell,Mercedes,37,0
3,Carlos Sainz,Ferrari,33,0
4,Sergio Pérez,Red Bull,30,0
5,Lewis Hamilton,Mercedes,28,0
6,Max Verstappen,Red Bull,25,1
7,Esteban Ocon,Alpine F1 Team,20,0
8,Lando Norris,McLaren,16,0
9,Kevin Magnussen,Haas F1 Team,12,0
10,Valtteri Bottas,Alfa Romeo,12,0
11,Daniel Ricciardo,McLaren,8,0
12,Pierre Gasly,AlphaTauri,6,0
13,Yuki Tsunoda,AlphaTauri,4,0
14,Fernando Alonso,Alpine F1 Team,2,0
15,Guanyu Zhou,Alfa Romeo,1,0
16,Alexander Albon,Williams,1,0
17,Mick Schumacher,Haas F1 Team,0,0
18,Lance Stroll,Aston Martin,0,0
19,Nico Hülkenberg,Aston Martin,0,0
20,Nicholas Latifi,Williams,0,0
21,Sebastian Vettel,Aston Martin,0,0
