Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,Mercedes,306,8
2,Sebastian Vettel,Ferrari,247,4
3,Valtteri Bottas,Mercedes,234,2
4,Daniel Ricciardo,Red Bull,192,1
5,Kimi Räikkönen,Ferrari,148,0
6,Max Verstappen,Red Bull,111,1
7,Sergio Pérez,Force India,82,0
8,Esteban Ocon,Force India,65,0
9,Carlos Sainz,Toro Rosso,48,0
10,Nico Hülkenberg,Renault,34,0
11,Felipe Massa,Williams,34,0
12,Lance Stroll,Williams,32,0
13,Romain Grosjean,Haas F1 Team,28,0
14,Kevin Magnussen,Haas F1 Team,15,0
15,Stoffel Vandoorne,McLaren,13,0
16,Fernando Alonso,McLaren,10,0
17,Jolyon Palmer,Renault,8,0
18,Pascal Wehrlein,Sauber,5,0
19,Daniil Kvyat,Toro Rosso,4,0
20,Marcus Ericsson,Sauber,0,0
21,Antonio Giovinazzi,Sauber,0,0
22,Pierre Gasly,Toro Rosso,0,0
23,Jenson Button,McLaren,0,0
24,Paul di Resta,Williams,0,0
