Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,McLaren,107,4
2,Fernando Alonso,McLaren,95,4
3,Kimi Räikkönen,Ferrari,90,4
4,Felipe Massa,Ferrari,80,3
5,Nick Heidfeld,BMW Sauber,56,0
6,Robert Kubica,BMW Sauber,35,0
7,Heikki Kovalainen,Renault,30,0
8,Giancarlo Fisichella,Renault,21,0
9,Nico Rosberg,Williams,15,0
10,Alexander Wurz,Williams,13,0
11,David Coulthard,Red Bull,13,0
12,Mark Webber,Red Bull,10,0
13,Jarno Trulli,Toyota,7,0
14,Ralf Schumacher,Toyota,5,0
15,Takuma Sato,Super Aguri,4,0
16,Jenson Button,Honda,2,0
17,Adrian Sutil,Spyker,1,0
18,Sebastian Vettel,BMW Sauber,1,0
19,Rubens Barrichello,Honda,0,0
20,Vitantonio Liuzzi,Toro Rosso,0,0
21,Scott Speed,Toro Rosso,0,0
22,Anthony Davidson,Super Aguri,0,0
23,Sakon Yamamoto,Spyker,0,0
24,Christijan Albers,Spyker,0,0
