Position,Driver,Constructor,Points,Wins
1,Fernando Alonso,Renault,28,2
2,Giancarlo Fisichella,Renault,14,1
3,Kimi Räikkönen,McLaren,14,0
4,Michael Schumacher,Ferrari,11,0
5,Jenson Button,Honda,11,0
6,Juan Pablo Montoya,McLaren,9,0
7,Ralf Schumacher,Toyota,7,0
8,Nick Heidfeld,BMW Sauber,5,0
9,Jacques Villeneuve,BMW Sauber,5,0
10,Felipe Massa,Ferrari,4,0
11,Mark Webber,Williams,3,0
12,Rubens Barrichello,Honda,2,0
13,Nico Rosberg,Williams,2,0
14,David Coulthard,Red Bull,1,0
15,Christian Klien,Red Bull,1,0
16,Scott Speed,Toro Rosso,0,0
17,Jarno Trulli,Toyota,0,0
18,Vitantonio Liuzzi,Toro Rosso,0,0
19,Christijan Albers,MF1,0,0
20,Takuma Sato,Super Aguri,0,0
21,Tiago Monteiro,MF1,0,0
22,Yuji Ide,Super Aguri,0,0
