Position,Driver,Constructor,Points,Wins
1,Sebastian Vettel,Red Bull,157,4
2,Fernando Alonso,Ferrari,123,2
3,Kimi Räikkönen,Lotus F1,116,1
4,Lewis Hamilton,Mercedes,99,0
5,Mark Webber,Red Bull,93,0
6,Nico Rosberg,Mercedes,84,2
7,Felipe Massa,Ferrari,57,0
8,Romain Grosjean,Lotus F1,41,0
9,Paul di Resta,Force India,36,0
10,Jenson Button,McLaren,33,0
11,Adrian Sutil,Force India,23,0
12,Sergio Pérez,McLaren,16,0
13,Jean-Éric Vergne,Toro Rosso,13,0
14,Daniel Ricciardo,Toro Rosso,11,0
15,Nico Hülkenberg,Sauber,7,0
16,Pastor Maldonado,Williams,0,0
17,Valtteri Bottas,Williams,0,0
18,Esteban Gutiérrez,Sauber,0,0
19,Jules Bianchi,Marussia,0,0
20,Charles Pic,Caterham,0,0
21,Max Chilton,Marussia,0,0
22,Giedo van der Garde,Caterham,0,0
