Position,Driver,Constructor,Points,Wins
1,Sebastian Vettel,Red Bull,234,6
2,Mark Webber,Red Bull,149,0
3,Lewis Hamilton,McLaren,146,2
4,Fernando Alonso,Ferrari,145,1
5,Jenson Button,McLaren,134,2
6,Felipe Massa,Ferrari,70,0
7,Nico Rosberg,Mercedes,48,0
8,Nick Heidfeld,Renault,34,0
9,Vitaly Petrov,Renault,32,0
10,Michael Schumacher,Mercedes,32,0
11,Kamui Kobayashi,Sauber,27,0
12,Adrian Sutil,Force India,18,0
13,Sébastien Buemi,Toro Rosso,12,0
14,Jaime Alguersuari,Toro Rosso,10,0
15,Sergio Pérez,Sauber,8,0
16,Paul di Resta,Force India,8,0
17,Rubens Barrichello,Williams,4,0
18,Pedro de la Rosa,Sauber,0,0
19,Jarno Trulli,Lotus,0,0
20,Vitantonio Liuzzi,HRT,0,0
21,Pastor Maldonado,Williams,0,0
22,Jérôme d'Ambrosio,Virgin,0,0
23,Heikki Kovalainen,Lotus,0,0
24,Timo Glock,Virgin,0,0
25,Narain Karthikeyan,HRT,0,0
26,Daniel Ricciardo,HRT,0,0
27,Karun Chandhok,Lotus,0,0
