Position,Driver,Constructor,Points,Wins
1,Sebastian Vettel,Red Bull,259,7
2,Mark Webber,Red Bull,167,0
3,Fernando Alonso,Ferrari,157,1
4,Jenson Button,McLaren,149,2
5,Lewis Hamilton,McLaren,146,2
6,Felipe Massa,Ferrari,74,0
7,Nico Rosberg,Mercedes,56,0
8,Michael Schumacher,Mercedes,42,0
9,Vitaly Petrov,Renault,34,0
10,Nick Heidfeld,Renault,34,0
11,Kamui Kobayashi,Sauber,27,0
12,Adrian Sutil,Force India,24,0
13,Sébastien Buemi,Toro Rosso,12,0
14,Jaime Alguersuari,Toro Rosso,10,0
15,Sergio Pérez,Sauber,8,0
16,Paul di Resta,Force India,8,0
17,Rubens Barrichello,Williams,4,0
18,Pastor Maldonado,Williams,1,0
19,Pedro de la Rosa,Sauber,0,0
20,Jarno Trulli,Lotus,0,0
21,Vitantonio Liuzzi,HRT,0,0
22,Bruno Senna,Renault,0,0
23,Jérôme d'Ambrosio,Virgin,0,0
24,Heikki Kovalainen,Lotus,0,0
25,Timo Glock,Virgin,0,0
26,Narain Karthikeyan,HRT,0,0
27,Daniel Ricciardo,HRT,0,0
28,Karun Chandhok,Lotus,0,0
