Position,Driver,Constructor,Points,Wins
1,Fernando Alonso,Renault,133,7
2,Kimi Räikkönen,McLaren,112,7
3,Michael Schumacher,Ferrari,62,1
4,Juan Pablo Montoya,McLaren,60,3
5,Giancarlo Fisichella,Renault,58,1
6,Ralf Schumacher,Toyota,45,0
7,Jarno Trulli,Toyota,43,0
8,Rubens Barrichello,Ferrari,38,0
9,Jenson Button,BAR,37,0
10,Mark Webber,Williams,36,0
11,Nick Heidfeld,Williams,28,0
12,David Coulthard,Red Bull,24,0
13,Felipe Massa,Sauber,11,0
14,Jacques Villeneuve,Sauber,9,0
15,Christian Klien,Red Bull,9,0
16,Tiago Monteiro,Jordan,7,0
17,Alexander Wurz,McLaren,6,0
18,Narain Karthikeyan,Jordan,5,0
19,Christijan Albers,Minardi,4,0
20,Pedro de la Rosa,McLaren,4,0
21,Patrick Friesacher,Minardi,3,0
22,Antônio Pizzonia,Williams,2,0
23,Takuma Sato,BAR,1,0
24,Vitantonio Liuzzi,Red Bull,1,0
25,Robert Doornbos,Minardi,0,0
26,Ricardo Zonta,Toyota,0,0
27,Anthony Davidson,BAR,0,0
