Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,McLaren,98,5
2,Felipe Massa,Ferrari,97,6
3,Kimi Räikkönen,Ferrari,75,2
4,Robert Kubica,BMW Sauber,75,1
5,Fernando Alonso,Renault,61,2
6,Nick Heidfeld,BMW Sauber,60,0
7,Heikki Kovalainen,McLaren,53,1
8,Sebastian Vettel,Toro Rosso,35,1
9,Jarno Trulli,Toyota,31,0
10,Timo Glock,Toyota,25,0
11,Mark Webber,Red Bull,21,0
12,Nelson Piquet Jr.,Renault,19,0
13,Nico Rosberg,Williams,17,0
14,Rubens Barrichello,Honda,11,0
15,Kazuki Nakajima,Williams,9,0
16,David Coulthard,Red Bull,8,0
17,Sébastien Bourdais,Toro Rosso,4,0
18,Jenson Button,Honda,3,0
19,Giancarlo Fisichella,Force India,0,0
20,Adrian Sutil,Force India,0,0
21,Takuma Sato,Super Aguri,0,0
22,Anthony Davidson,Super Aguri,0,0
