Position,Driver,Constructor,Points,Wins
1,Sebastian Vettel,Red Bull,392,11
2,Jenson Button,McLaren,270,3
3,Mark Webber,Red Bull,258,1
4,Fernando Alonso,Ferrari,257,1
5,Lewis Hamilton,McLaren,227,3
6,Felipe Massa,Ferrari,118,0
7,Nico Rosberg,Mercedes,89,0
8,Michael Schumacher,Mercedes,76,0
9,Adrian Sutil,Force India,42,0
10,Vitaly Petrov,Renault,37,0
11,Nick Heidfeld,Renault,34,0
12,Kamui Kobayashi,Sauber,30,0
13,Paul di Resta,Force India,27,0
14,Jaime Alguersuari,Toro Rosso,26,0
15,Sébastien Buemi,Toro Rosso,15,0
16,Sergio Pérez,Sauber,14,0
17,Rubens Barrichello,Williams,4,0
18,Bruno Senna,Renault,2,0
19,Pastor Maldonado,Williams,1,0
20,Pedro de la Rosa,Sauber,0,0
21,Jarno Trulli,Lotus,0,0
22,Heikki Kovalainen,Lotus,0,0
23,Vitantonio Liuzzi,HRT,0,0
24,Jérôme d'Ambrosio,Virgin,0,0
25,Timo Glock,Virgin,0,0
26,Narain Karthikeyan,HRT,0,0
27,Daniel Ricciardo,HRT,0,0
28,Karun Chandhok,Lotus,0,0
