position,number,driver,constructor,Q1,Q2,Q3
1,16,Charles Leclerc,Ferrari,1:11.113,1:10.597,1:10.346
2,33,Max Verstappen,Red Bull,1:11.124,1:10.650,1:10.576
3,77,Valtteri Bottas,Mercedes,1:10.938,1:10.695,1:10.601
4,55,Carlos Sainz,Ferrari,1:11.324,1:10.806,1:10.611
5,4,Lando Norris,McLaren,1:11.321,1:11.031,1:10.620
6,10,Pierre Gasly,AlphaTauri,1:11.560,1:11.179,1:10.900
7,44,Lewis Hamilton,Mercedes,1:11.622,1:11.116,1:11.095
8,5,Sebastian Vettel,Aston Martin,1:12.078,1:11.309,1:11.419
9,11,Sergio Pérez,Red Bull,1:11.644,1:11.019,1:11.573
10,99,Antonio Giovinazzi,Alfa Romeo,1:11.658,1:11.409,1:11.779
11,31,Esteban Ocon,Alpine F1 Team,1:11.740,1:11.486,
12,3,Daniel Ricciardo,McLaren,1:11.747,1:11.598,
13,18,Lance Stroll,Aston Martin,1:11.979,1:11.600,
14,7,Kimi Räikkönen,Alfa Romeo,1:11.899,1:11.642,
15,63,George Russell,Williams,1:12.016,1:11.830,
16,22,Yuki Tsunoda,AlphaTauri,1:12.096,,
17,14,Fernando Alonso,Alpine F1 Team,1:12.205,,
18,6,Nicholas Latifi,Williams,1:12.366,,
19,9,Nikita Mazepin,Haas F1 Team,1:12.958,,
