Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,136,12
2,Rubens Barrichello,Ferrari,108,2
3,Jenson Button,BAR,79,0
4,Fernando Alonso,Renault,50,0
5,Jarno Trulli,Renault,46,1
6,Juan Pablo Montoya,Williams,46,0
7,Kimi Räikkönen,McLaren,34,1
8,Takuma Sato,BAR,26,0
9,David Coulthard,McLaren,24,0
10,Giancarlo Fisichella,Sauber,21,0
11,Ralf Schumacher,Williams,12,0
12,Felipe Massa,Sauber,11,0
13,Mark Webber,Jaguar,7,0
14,Olivier Panis,Toyota,6,0
15,Antônio Pizzonia,Williams,6,0
16,Christian Klien,Jaguar,3,0
17,Cristiano da Matta,Toyota,3,0
18,Nick Heidfeld,Jordan,3,0
19,Timo Glock,Jordan,2,0
20,Zsolt Baumgartner,Minardi,1,0
21,Ricardo Zonta,Toyota,0,0
22,Marc Gené,Williams,0,0
23,Jacques Villeneuve,Renault,0,0
24,Giorgio Pantano,Jordan,0,0
25,Gianmaria Bruni,Minardi,0,0
