position,number,driver,constructor,Q1,Q2,Q3
1,3,Kimi Räikkönen,McLaren,1:20.080,1:19.704,1:19.599
2,6,Felipe Massa,Ferrari,1:19.742,1:19.504,1:19.886
3,11,Rubens Barrichello,Honda,1:21.141,1:19.783,1:20.085
4,12,Jenson Button,Honda,1:20.820,1:19.943,1:20.092
5,4,Pedro de la Rosa,McLaren,1:21.288,1:19.991,1:20.117
6,9,Mark Webber,Williams,1:21.335,1:20.047,1:20.266
7,7,Ralf Schumacher,Toyota,1:21.112,1:20.243,1:20.759
8,2,Giancarlo Fisichella,Renault,1:21.370,1:20.154,1:20.924
9,8,Jarno Trulli,Toyota,1:21.434,1:20.231,1:21.132
10,17,Robert Kubica,BMW Sauber,1:20.891,1:20.256,1:22.049
11,16,Nick Heidfeld,BMW Sauber,1:21.437,1:20.623,
12,5,Michael Schumacher,Ferrari,1:21.440,1:20.875,
13,14,David Coulthard,Red Bull,1:21.163,1:20.890,
14,15,Christian Klien,Red Bull,1:22.027,1:21.207,
15,1,Fernando Alonso,Renault,1:21.792,1:21.364,
16,18,Tiago Monteiro,MF1,1:22.009,1:23.767,
17,20,Vitantonio Liuzzi,Toro Rosso,1:22.068,,
18,10,Nico Rosberg,Williams,1:22.084,,
19,21,Scott Speed,Toro Rosso,1:22.317,,
20,22,Takuma Sato,Super Aguri,1:22.967,,
21,19,Christijan Albers,MF1,1:23.146,,
22,23,Sakon Yamamoto,Super Aguri,1:24.016,,
