Position,Driver,Constructor,Points,Wins
1,Fernando Alonso,Renault,100,6
2,Michael Schumacher,Ferrari,90,5
3,Felipe Massa,Ferrari,52,0
4,Giancarlo Fisichella,Renault,49,1
5,Kimi Räikkönen,McLaren,49,0
6,Jenson Button,Honda,31,1
7,Juan Pablo Montoya,McLaren,26,0
8,Rubens Barrichello,Honda,21,0
9,Nick Heidfeld,BMW Sauber,19,0
10,Ralf Schumacher,Toyota,16,0
11,David Coulthard,Red Bull,14,0
12,Pedro de la Rosa,McLaren,10,0
13,Jarno Trulli,Toyota,10,0
14,Jacques Villeneuve,BMW Sauber,7,0
15,Mark Webber,Williams,6,0
16,Nico Rosberg,Williams,4,0
17,Christian Klien,Red Bull,2,0
18,Vitantonio Liuzzi,Toro Rosso,1,0
19,Scott Speed,Toro Rosso,0,0
20,Tiago Monteiro,MF1,0,0
21,Christijan Albers,MF1,0,0
22,Takuma Sato,Super Aguri,0,0
23,Yuji Ide,Super Aguri,0,0
24,Franck Montagny,Super Aguri,0,0
