Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,Mercedes,387,10
2,Valtteri Bottas,Mercedes,314,4
3,Max Verstappen,Red Bull,260,3
4,Charles Leclerc,Ferrari,249,2
5,Sebastian Vettel,Ferrari,230,1
6,Pierre Gasly,Red Bull,95,0
7,Carlos Sainz,McLaren,95,0
8,Alexander Albon,Toro Rosso,84,0
9,Daniel Ricciardo,Renault,54,0
10,Sergio Pérez,Racing Point,46,0
11,Lando Norris,McLaren,45,0
12,Kimi Räikkönen,Alfa Romeo,43,0
13,Nico Hülkenberg,Renault,37,0
14,Daniil Kvyat,Toro Rosso,35,0
15,Lance Stroll,Racing Point,21,0
16,Kevin Magnussen,Haas F1 Team,20,0
17,Antonio Giovinazzi,Alfa Romeo,14,0
18,Romain Grosjean,Haas F1 Team,8,0
19,Robert Kubica,Williams,1,0
20,George Russell,Williams,0,0
