Position,Driver,Constructor,Points,Wins
1,Nico Rosberg,Mercedes,43,1
2,Lewis Hamilton,Mercedes,25,1
3,Fernando Alonso,Ferrari,24,0
4,Jenson Button,McLaren,23,0
5,Kevin Magnussen,McLaren,20,0
6,Nico Hülkenberg,Force India,18,0
7,Sebastian Vettel,Red Bull,15,0
8,Valtteri Bottas,Williams,14,0
9,Kimi Räikkönen,Ferrari,6,0
10,Felipe Massa,Williams,6,0
11,Jean-Éric Vergne,Toro Rosso,4,0
12,Daniil Kvyat,Toro Rosso,3,0
13,Sergio Pérez,Force India,1,0
14,Romain Grosjean,Lotus F1,0,0
15,Adrian Sutil,Sauber,0,0
16,Esteban Gutiérrez,Sauber,0,0
17,Max Chilton,Marussia,0,0
18,Kamui Kobayashi,Caterham,0,0
19,Marcus Ericsson,Caterham,0,0
20,Jules Bianchi,Marussia,0,0
21,Pastor Maldonado,Lotus F1,0,0
22,Daniel Ricciardo,Red Bull,0,0
