Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,McLaren,58,4
2,Felipe Massa,Ferrari,54,3
3,Kimi Räikkönen,Ferrari,51,2
4,Robert Kubica,BMW Sauber,48,1
5,Nick Heidfeld,BMW Sauber,41,0
6,Heikki Kovalainen,McLaren,28,0
7,Jarno Trulli,Toyota,20,0
8,Mark Webber,Red Bull,18,0
9,Fernando Alonso,Renault,13,0
10,Rubens Barrichello,Honda,11,0
11,Nelson Piquet Jr.,Renault,10,0
12,Nico Rosberg,Williams,8,0
13,Kazuki Nakajima,Williams,8,0
14,David Coulthard,Red Bull,6,0
15,Sebastian Vettel,Toro Rosso,6,0
16,Timo Glock,Toyota,5,0
17,Jenson Button,Honda,3,0
18,Sébastien Bourdais,Toro Rosso,2,0
19,Giancarlo Fisichella,Force India,0,0
20,Takuma Sato,Super Aguri,0,0
21,Adrian Sutil,Force India,0,0
22,Anthony Davidson,Super Aguri,0,0
