Position,Driver,Constructor,Points,Wins
1,Fernando Alonso,Ferrari,164,3
2,Sebastian Vettel,Red Bull,140,1
3,Mark Webber,Red Bull,132,2
4,Kimi Räikkönen,Lotus F1,131,0
5,Lewis Hamilton,McLaren,117,2
6,Jenson Button,McLaren,101,2
7,Nico Rosberg,Mercedes,77,1
8,Romain Grosjean,Lotus F1,76,0
9,Sergio Pérez,Sauber,47,0
10,Michael Schumacher,Mercedes,35,0
11,Felipe Massa,Ferrari,35,0
12,Kamui Kobayashi,Sauber,33,0
13,Nico Hülkenberg,Force India,31,0
14,Pastor Maldonado,Williams,29,1
15,Paul di Resta,Force India,28,0
16,Bruno Senna,Williams,24,0
17,Jean-Éric Vergne,Toro Rosso,8,0
18,Daniel Ricciardo,Toro Rosso,4,0
19,Vitaly Petrov,Caterham,0,0
20,Heikki Kovalainen,Caterham,0,0
21,Timo Glock,Marussia,0,0
22,Charles Pic,Marussia,0,0
23,Narain Karthikeyan,HRT,0,0
24,Pedro de la Rosa,HRT,0,0
