Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,Mercedes,332,11
2,Valtteri Bottas,Mercedes,201,2
3,Max Verstappen,Red Bull,189,1
4,Daniel Ricciardo,Renault,102,0
5,Sergio Pérez,Racing Point,100,0
6,Charles Leclerc,Ferrari,98,0
7,Lando Norris,McLaren,86,0
8,Carlos Sainz,McLaren,85,0
9,Alexander Albon,Red Bull,85,0
10,Pierre Gasly,AlphaTauri,71,1
11,Lance Stroll,Racing Point,59,0
12,Esteban Ocon,Renault,42,0
13,Sebastian Vettel,Ferrari,33,0
14,Daniil Kvyat,AlphaTauri,26,0
15,Nico Hülkenberg,Racing Point,10,0
16,Kimi Räikkönen,Alfa Romeo,4,0
17,Antonio Giovinazzi,Alfa Romeo,4,0
18,Romain Grosjean,Haas F1 Team,2,0
19,Kevin Magnussen,Haas F1 Team,1,0
20,Nicholas Latifi,Williams,0,0
21,George Russell,Williams,0,0
