Position,Driver,Constructor,Points,Wins
1,Damon Hill,Williams,97,8
2,Jacques Villeneuve,Williams,78,4
3,Michael Schumacher,Ferrari,59,3
4,Jean Alesi,Benetton,47,0
5,Mika Häkkinen,McLaren,31,0
6,Gerhard Berger,Benetton,21,0
7,David Coulthard,McLaren,18,0
8,Rubens Barrichello,Jordan,14,0
9,Olivier Panis,Ligier,13,1
10,Eddie Irvine,Ferrari,11,0
11,Martin Brundle,Jordan,8,0
12,Heinz-Harald Frentzen,Sauber,7,0
13,Mika Salo,Tyrrell,5,0
14,Johnny Herbert,Sauber,4,0
15,Pedro Diniz,Ligier,2,0
16,Jos Verstappen,Footwork,1,0
17,Ukyo Katayama,Tyrrell,0,0
18,Ricardo Rosset,Footwork,0,0
19,Giancarlo Fisichella,Minardi,0,0
20,Pedro Lamy,Minardi,0,0
21,Luca Badoer,Forti,0,0
22,Giovanni Lavaggi,Minardi,0,0
23,Andrea Montermini,Forti,0,0
