Position,Driver,Constructor,Points,Wins
1,Sebastian Vettel,Red Bull,256,5
2,Fernando Alonso,Ferrari,252,5
3,Mark Webber,Red Bull,242,4
4,Lewis Hamilton,McLaren,240,3
5,Jenson Button,McLaren,214,2
6,Felipe Massa,Ferrari,144,0
7,Nico Rosberg,Mercedes,142,0
8,Robert Kubica,Renault,136,0
9,Michael Schumacher,Mercedes,72,0
10,Rubens Barrichello,Williams,47,0
11,Adrian Sutil,Force India,47,0
12,Kamui Kobayashi,Sauber,32,0
13,Vitaly Petrov,Renault,27,0
14,Nico Hülkenberg,Williams,22,0
15,Vitantonio Liuzzi,Force India,21,0
16,Sébastien Buemi,Toro Rosso,8,0
17,Pedro de la Rosa,Sauber,6,0
18,Nick Heidfeld,Sauber,6,0
19,Jaime Alguersuari,Toro Rosso,5,0
20,Heikki Kovalainen,Lotus,0,0
21,Jarno Trulli,Lotus,0,0
22,Karun Chandhok,HRT,0,0
23,Bruno Senna,HRT,0,0
24,Lucas di Grassi,Virgin,0,0
25,Timo Glock,Virgin,0,0
26,Sakon Yamamoto,HRT,0,0
27,Christian Klien,HRT,0,0
