Position,Driver,Constructor,Points,Wins
1,Alain Prost,McLaren,76,4
2,Ayrton Senna,McLaren,60,6
3,Riccardo Patrese,Williams,40,0
4,Nigel Mansell,Ferrari,38,2
5,Thierry Boutsen,Williams,37,2
6,Alessandro Nannini,Benetton,32,1
7,Gerhard Berger,Ferrari,21,1
8,Nelson Piquet,Team Lotus,12,0
9,Jean Alesi,Tyrrell,8,0
10,Derek Warwick,Arrows,7,0
11,Eddie Cheever,Arrows,6,0
12,Stefan Johansson,Onyx,6,0
13,Michele Alboreto,Tyrrell,6,0
14,Johnny Herbert,Benetton,5,0
15,Pierluigi Martini,Minardi,5,0
16,Maurício Gugelmin,March,4,0
17,Andrea de Cesaris,Dallara,4,0
18,Stefano Modena,Brabham,4,0
19,Alex Caffi,Dallara,4,0
20,Martin Brundle,Brabham,4,0
21,Satoru Nakajima,Team Lotus,3,0
22,Christian Danner,Rial,3,0
23,Emanuele Pirro,Benetton,2,0
24,René Arnoux,Ligier,2,0
25,Jonathan Palmer,Tyrrell,2,0
26,Olivier Grouillard,Ligier,1,0
27,Gabriele Tarquini,AGS,1,0
28,Luis Pérez-Sala,Minardi,1,0
29,Philippe Alliot,Larrousse,1,0
30,Ivan Capelli,March,0,0
