Position,Driver,Constructor,Points,Wins
1,Fernando Alonso,Ferrari,246,5
2,Mark Webber,Red Bull,238,4
3,Sebastian Vettel,Red Bull,231,4
4,Lewis Hamilton,McLaren,222,3
5,Jenson Button,McLaren,199,2
6,Felipe Massa,Ferrari,143,0
7,Nico Rosberg,Mercedes,130,0
8,Robert Kubica,Renault,126,0
9,Michael Schumacher,Mercedes,72,0
10,Rubens Barrichello,Williams,47,0
11,Adrian Sutil,Force India,47,0
12,Kamui Kobayashi,Sauber,32,0
13,Nico Hülkenberg,Williams,22,0
14,Vitantonio Liuzzi,Force India,21,0
15,Vitaly Petrov,Renault,19,0
16,Sébastien Buemi,Toro Rosso,8,0
17,Pedro de la Rosa,Sauber,6,0
18,Nick Heidfeld,Sauber,6,0
19,Jaime Alguersuari,Toro Rosso,3,0
20,Heikki Kovalainen,Lotus,0,0
21,Jarno Trulli,Lotus,0,0
22,Karun Chandhok,HRT,0,0
23,Bruno Senna,HRT,0,0
24,Lucas di Grassi,Virgin,0,0
25,Timo Glock,Virgin,0,0
26,Sakon Yamamoto,HRT,0,0
27,Christian Klien,HRT,0,0
