Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,92,6
2,Kimi Räikkönen,McLaren,83,1
3,Juan Pablo Montoya,Williams,82,2
4,Ralf Schumacher,Williams,58,2
5,Rubens Barrichello,Ferrari,55,1
6,Fernando Alonso,Renault,55,1
7,David Coulthard,McLaren,45,1
8,Jarno Trulli,Renault,29,0
9,Mark Webber,Jaguar,17,0
10,Heinz-Harald Frentzen,Sauber,13,0
11,Giancarlo Fisichella,Jordan,12,1
12,Jenson Button,BAR,12,0
13,Cristiano da Matta,Toyota,8,0
14,Nick Heidfeld,Sauber,6,0
15,Olivier Panis,Toyota,6,0
16,Jacques Villeneuve,BAR,6,0
17,Marc Gené,Williams,4,0
18,Ralph Firman,Jordan,1,0
19,Justin Wilson,Minardi,1,0
20,Antônio Pizzonia,Jaguar,0,0
21,Jos Verstappen,Minardi,0,0
22,Nicolas Kiesa,Minardi,0,0
23,Zsolt Baumgartner,Jordan,0,0
