Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,Mercedes,327,10
2,Sebastian Vettel,Ferrari,251,3
3,Nico Rosberg,Mercedes,247,3
4,Kimi Räikkönen,Ferrari,123,0
5,Valtteri Bottas,Williams,111,0
6,Felipe Massa,Williams,109,0
7,Daniil Kvyat,Red Bull,76,0
8,Daniel Ricciardo,Red Bull,74,0
9,Sergio Pérez,Force India,64,0
10,Max Verstappen,Toro Rosso,45,0
11,Romain Grosjean,Lotus F1,44,0
12,Nico Hülkenberg,Force India,38,0
13,Felipe Nasr,Sauber,27,0
14,Pastor Maldonado,Lotus F1,26,0
15,Carlos Sainz,Toro Rosso,18,0
16,Jenson Button,McLaren,16,0
17,Fernando Alonso,McLaren,11,0
18,Marcus Ericsson,Sauber,9,0
19,Roberto Merhi,Manor Marussia,0,0
20,Alexander Rossi,Manor Marussia,0,0
21,Will Stevens,Manor Marussia,0,0
22,Kevin Magnussen,McLaren,0,0
