Position,Driver,Constructor,Points,Wins
1,Sebastian Vettel,Red Bull,197,5
2,Fernando Alonso,Ferrari,151,2
3,Lewis Hamilton,Mercedes,139,1
4,Kimi Räikkönen,Lotus F1,134,1
5,Mark Webber,Red Bull,115,0
6,Nico Rosberg,Mercedes,96,2
7,Felipe Massa,Ferrari,67,0
8,Romain Grosjean,Lotus F1,53,0
9,Jenson Button,McLaren,47,0
10,Paul di Resta,Force India,36,0
11,Adrian Sutil,Force India,25,0
12,Sergio Pérez,McLaren,18,0
13,Jean-Éric Vergne,Toro Rosso,13,0
14,Daniel Ricciardo,Toro Rosso,12,0
15,Nico Hülkenberg,Sauber,7,0
16,Pastor Maldonado,Williams,1,0
17,Valtteri Bottas,Williams,0,0
18,Esteban Gutiérrez,Sauber,0,0
19,Jules Bianchi,Marussia,0,0
20,Charles Pic,Caterham,0,0
21,Giedo van der Garde,Caterham,0,0
22,Max Chilton,Marussia,0,0
