Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,Mercedes,284,8
2,Valtteri Bottas,Mercedes,221,2
3,Max Verstappen,Red Bull,185,2
4,Charles Leclerc,Ferrari,182,2
5,Sebastian Vettel,Ferrari,169,0
6,Pierre Gasly,Red Bull,65,0
7,Carlos Sainz,McLaren,58,0
8,Daniel Ricciardo,Renault,34,0
9,Alexander Albon,Toro Rosso,34,0
10,Daniil Kvyat,Toro Rosso,33,0
11,Nico Hülkenberg,Renault,31,0
12,Kimi Räikkönen,Alfa Romeo,31,0
13,Sergio Pérez,Racing Point,27,0
14,Lando Norris,McLaren,25,0
15,Lance Stroll,Racing Point,19,0
16,Kevin Magnussen,Haas F1 Team,18,0
17,Romain Grosjean,Haas F1 Team,8,0
18,Antonio Giovinazzi,Alfa Romeo,3,0
19,Robert Kubica,Williams,1,0
20,George Russell,Williams,0,0
