position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:17.419,1:31.242,1:35.658
2,77,Valtteri Bottas,Mercedes,1:17.123,1:32.081,1:35.918
3,7,Kimi Räikkönen,Ferrari,1:17.526,1:32.762,1:36.186
4,5,Sebastian Vettel,Ferrari,1:16.666,1:28.636,1:36.210
5,55,Carlos Sainz,Renault,1:17.829,1:30.771,1:36.743
6,10,Pierre Gasly,Toro Rosso,1:18.577,1:31.286,1:37.591
7,33,Max Verstappen,Red Bull,1:16.940,1:31.178,1:38.032
8,28,Brendon Hartley,Toro Rosso,1:18.429,1:32.590,1:38.128
9,20,Kevin Magnussen,Haas F1 Team,1:18.314,1:32.968,1:39.858
10,8,Romain Grosjean,Haas F1 Team,1:17.901,1:33.650,1:40.593
11,14,Fernando Alonso,McLaren,1:18.208,1:35.214,
12,3,Daniel Ricciardo,Red Bull,1:18.540,1:36.442,
13,27,Nico Hülkenberg,Renault,1:17.905,1:36.506,
14,9,Marcus Ericsson,Sauber,1:18.641,1:37.075,
15,18,Lance Stroll,Williams,1:18.560,,
16,2,Stoffel Vandoorne,McLaren,1:18.782,,
17,16,Charles Leclerc,Sauber,1:18.817,,
18,31,Esteban Ocon,Force India,1:19.142,,
19,11,Sergio Pérez,Force India,1:19.200,,
20,35,Sergey Sirotkin,Williams,1:19.301,,
