Position,Driver,Constructor,Points,Wins
1,Sebastian Vettel,Red Bull,107,2
2,Kimi Räikkönen,Lotus F1,86,1
3,Fernando Alonso,Ferrari,78,2
4,Lewis Hamilton,Mercedes,62,0
5,Mark Webber,Red Bull,57,0
6,Nico Rosberg,Mercedes,47,1
7,Felipe Massa,Ferrari,45,0
8,Paul di Resta,Force India,28,0
9,Romain Grosjean,Lotus F1,26,0
10,Jenson Button,McLaren,25,0
11,Adrian Sutil,Force India,16,0
12,Sergio Pérez,McLaren,12,0
13,Daniel Ricciardo,Toro Rosso,7,0
14,Nico Hülkenberg,Sauber,5,0
15,Jean-Éric Vergne,Toro Rosso,5,0
16,Esteban Gutiérrez,Sauber,0,0
17,Valtteri Bottas,Williams,0,0
18,Pastor Maldonado,Williams,0,0
19,Jules Bianchi,Marussia,0,0
20,Charles Pic,Caterham,0,0
21,Max Chilton,Marussia,0,0
22,Giedo van der Garde,Caterham,0,0
