Position,Driver,Constructor,Points,Wins
1,Sebastian Vettel,Red Bull,281,5
2,Fernando Alonso,Ferrari,278,3
3,Kimi Räikkönen,Lotus F1,207,1
4,Lewis Hamilton,McLaren,190,4
5,Jenson Button,McLaren,188,3
6,Mark Webber,Red Bull,179,2
7,Felipe Massa,Ferrari,122,0
8,Romain Grosjean,Lotus F1,96,0
9,Nico Rosberg,Mercedes,93,1
10,Sergio Pérez,Sauber,66,0
11,Nico Hülkenberg,Force India,63,0
12,Kamui Kobayashi,Sauber,60,0
13,Michael Schumacher,Mercedes,49,0
14,Paul di Resta,Force India,46,0
15,Pastor Maldonado,Williams,45,1
16,Bruno Senna,Williams,31,0
17,Jean-Éric Vergne,Toro Rosso,16,0
18,Daniel Ricciardo,Toro Rosso,10,0
19,Vitaly Petrov,Caterham,0,0
20,Timo Glock,Marussia,0,0
21,Charles Pic,Marussia,0,0
22,Heikki Kovalainen,Caterham,0,0
23,Jérôme d'Ambrosio,Lotus F1,0,0
24,Narain Karthikeyan,HRT,0,0
25,Pedro de la Rosa,HRT,0,0
