Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,Mercedes,202.5,4
2,Max Verstappen,Red Bull,199.5,6
3,Lando Norris,McLaren,113,0
4,Valtteri Bottas,Mercedes,108,0
5,Sergio Pérez,Red Bull,104,1
6,Carlos Sainz,Ferrari,83.5,0
7,Charles Leclerc,Ferrari,82,0
8,Daniel Ricciardo,McLaren,56,0
9,Pierre Gasly,AlphaTauri,54,0
10,Esteban Ocon,Alpine F1 Team,42,1
11,Fernando Alonso,Alpine F1 Team,38,0
12,Sebastian Vettel,Aston Martin,35,0
13,Yuki Tsunoda,AlphaTauri,18,0
14,Lance Stroll,Aston Martin,18,0
15,George Russell,Williams,13,0
16,Nicholas Latifi,Williams,7,0
17,Kimi Räikkönen,Alfa Romeo,2,0
18,Antonio Giovinazzi,Alfa Romeo,1,0
19,Mick Schumacher,Haas F1 Team,0,0
20,Nikita Mazepin,Haas F1 Team,0,0
