Position,Driver,Constructor,Points,Wins
1,Denny Hulme,Brabham-Repco,51,2
2,Jack Brabham,Brabham-Repco,46,2
3,Jim Clark,Lotus-BRM,41,4
4,John Surtees,Honda,20,1
5,Chris Amon,Ferrari,20,0
6,Pedro Rodríguez,Cooper-Maserati,15,1
7,Graham Hill,Lotus-BRM,15,0
8,Dan Gurney,Eagle-Climax,13,1
9,Jackie Stewart,BRM,10,0
10,Mike Spence,BRM,9,0
11,John Love,Cooper-Climax,6,0
12,Jo Siffert,Cooper-Maserati,6,0
13,Jochen Rindt,Cooper-Maserati,6,0
14,Bruce McLaren,McLaren-BRM,3,0
15,Jo Bonnier,Cooper-Maserati,3,0
16,Chris Irwin,Lotus-BRM,2,0
17,Bob Anderson,Brabham-Climax,2,0
18,Mike Parkes,Ferrari,2,0
19,Jacky Ickx,Matra,1,0
20,Ludovico Scarfiotti,Ferrari,1,0
21,Guy Ligier,Cooper-Maserati,1,0
22,Jackie Oliver,Lotus-Ford,0,0
23,Jean-Pierre Beltoise,Matra,0,0
24,Alan Rees,Cooper-Maserati,0,0
25,David Hobbs,BRM,0,0
26,Jonathan Williams,Ferrari,0,0
27,Richard Attwood,Cooper-Maserati,0,0
28,Mike Fisher,Lotus-BRM,0,0
29,Lorenzo Bandini,Ferrari,0,0
30,Dave Charlton,Brabham-Climax,0,0
