Position,Driver,Constructor,Points,Wins
1,Sebastian Vettel,Red Bull,397,13
2,Fernando Alonso,Ferrari,242,2
3,Mark Webber,Red Bull,199,0
4,Lewis Hamilton,Mercedes,189,1
5,Kimi Räikkönen,Lotus F1,183,1
6,Nico Rosberg,Mercedes,171,2
7,Romain Grosjean,Lotus F1,132,0
8,Felipe Massa,Ferrari,112,0
9,Jenson Button,McLaren,73,0
10,Nico Hülkenberg,Sauber,51,0
11,Sergio Pérez,McLaren,49,0
12,Paul di Resta,Force India,48,0
13,Adrian Sutil,Force India,29,0
14,Daniel Ricciardo,Toro Rosso,20,0
15,Jean-Éric Vergne,Toro Rosso,13,0
16,Esteban Gutiérrez,Sauber,6,0
17,Valtteri Bottas,Williams,4,0
18,Pastor Maldonado,Williams,1,0
19,Jules Bianchi,Marussia,0,0
20,Charles Pic,Caterham,0,0
21,Giedo van der Garde,Caterham,0,0
22,Heikki Kovalainen,Lotus F1,0,0
23,Max Chilton,Marussia,0,0
